order_id,marketplace,sku,order_date,quantity,unit_price,discount_pct,order_status,state
ORD-001076,Amazon,SKU-1008,2026-05-30,3,94.99,0.0,Delivered,CA
ORD-001077,eBay,SKU-1008,2026-02-03,3,85.49,0.1,Delivered,AZ
ORD-001078,eBay,SKU-1006,2026-06-19,1,110.49,0.15,Delivered,FL
ORD-001079,Wayfair,SKU-1008,2026-05-26,1,94.99,0.0,Shipped,IL
ORD-001080,Amazon,SKU-1003,2026-07-30,4,249.99,0.0,Delivered,CA
ORD-001081,eBay,SKU-1001,2026-04-14,1,80.99,0.1,Delivered,IL
ORD-001082,Wayfair,SKU-1005,2026-03-30,1,132.99,0.05,Delivered,TX
ORD-001083,eBay,SKU-1008,2026-03-27,1,75.99,0.2,Delivered,CA
ORD-001084,Amazon,SKU-1002,2026-03-17,1,161.49,0.05,Delivered,WA
ORD-001085,Amazon,SKU-1005,2026-03-06,2,139.99,0.0,Delivered,AZ
ORD-001086,eBay,SKU-1008,2026-04-13,1,85.49,0.1,Cancelled,WA
ORD-001087,Amazon,SKU-1004,2026-06-25,2,49.99,0.0,Delivered,WA
ORD-001088,Wayfair,SKU-1006,2026-04-25,1,103.99,0.2,Delivered,WA
ORD-001089,Amazon,SKU-1004,2026-02-13,2,49.99,0.0,Delivered,NY
ORD-001090,Amazon,SKU-1004,2026-03-23,1,42.49,0.15,Shipped,MA
ORD-001091,eBay,SKU-1002,2026-02-21,3,169.99,0.0,Delivered,CA
ORD-001092,Amazon,SKU-1005,2026-05-23,2,132.99,0.05,Delivered,TX
ORD-001093,Amazon,SKU-1002,2026-04-04,3,152.99,0.1,Shipped,FL
ORD-001094,Amazon,SKU-1002,2026-07-05,1,152.99,0.1,Delivered,FL
ORD-001095,Amazon,SKU-1001,2026-02-10,1,76.49,0.15,Delivered,IL
ORD-001096,Wayfair,SKU-1001,2026-02-16,1,85.49,0.05,Delivered,WA
ORD-001097,Amazon,SKU-1004,2026-05-10,1,47.49,0.05,Delivered,AZ
ORD-001098,eBay,SKU-1007,2026-05-29,1,67.49,0.1,Shipped,FL
ORD-001099,Wayfair,SKU-1003,2026-02-08,1,249.99,0.0,Delivered,CA
ORD-001100,Amazon,SKU-1005,2026-03-23,3,139.99,0.0,Delivered,TX
ORD-001101,eBay,SKU-1004,2026-03-21,1,44.99,0.1,Delivered,TX
ORD-001102,Wayfair,SKU-1004,2026-05-04,1,42.49,0.15,Delivered,CA
ORD-001103,Amazon,SKU-1003,2026-05-07,3,237.49,0.05,Delivered,CA
ORD-001104,Wayfair,SKU-1002,2026-06-25,2,169.99,0.0,Delivered,CA
ORD-001105,eBay,SKU-1008,2026-04-30,1,90.24,0.05,Delivered,NY
ORD-001106,Wayfair,SKU-1006,2026-06-26,3,123.49,0.05,Delivered,CA
ORD-001107,eBay,SKU-1004,2026-02-12,1,42.49,0.15,Delivered,WA
ORD-001108,Amazon,SKU-1004,2026-06-05,2,39.99,0.2,Delivered,IL
ORD-001109,Amazon,SKU-1002,2026-02-03,1,169.99,0.0,Delivered,CA
ORD-001110,Amazon,SKU-1003,2026-07-01,3,249.99,0.0,Cancelled,CA
ORD-001111,Amazon,SKU-1003,2026-04-10,2,249.99,0.0,Delivered,CA
ORD-001112,Wayfair,SKU-1001,2026-02-27,1,80.99,0.1,Delivered,IL
ORD-001113,Wayfair,SKU-1001,2026-04-21,1,89.99,0.0,Delivered,CA
ORD-001114,eBay,SKU-1004,2026-07-11,2,42.49,0.15,Delivered,CA
ORD-001115,eBay,SKU-1008,2026-03-23,1,85.49,0.1,Delivered,NY
ORD-001116,Wayfair,SKU-1005,2026-07-09,1,118.99,0.15,Delivered,CA
ORD-001117,eBay,SKU-1002,2026-04-14,2,144.49,0.15,Cancelled,AZ
ORD-001118,Amazon,SKU-1002,2026-06-02,2,161.49,0.05,Delivered,NY
ORD-001119,eBay,SKU-1008,2026-05-08,1,90.24,0.05,Delivered,NY
ORD-001120,eBay,SKU-1006,2026-06-08,1,123.49,0.05,Delivered,IL
ORD-001121,Amazon,SKU-1005,2026-03-25,1,139.99,0.0,Delivered,NY
ORD-001122,Amazon,SKU-1003,2026-05-08,1,249.99,0.0,Delivered,TX
ORD-001123,Amazon,SKU-1004,2026-02-12,1,47.49,0.05,Processing,NY
ORD-001124,Wayfair,SKU-1004,2026-04-24,1,49.99,0.0,Delivered,TX
ORD-001125,Wayfair,SKU-1001,2026-04-18,2,85.49,0.05,Delivered,IL
ORD-001126,Amazon,SKU-1008,2026-02-20,1,90.24,0.05,Delivered,WA
ORD-001127,eBay,SKU-1002,2026-07-26,2,169.99,0.0,Delivered,CA
ORD-001128,eBay,SKU-1007,2026-06-21,3,74.99,0.0,Delivered,IL
ORD-001129,Amazon,SKU-1007,2026-05-16,2,67.49,0.1,Delivered,WA
ORD-001130,Wayfair,SKU-1008,2026-05-14,1,85.49,0.1,Delivered,TX
ORD-001131,Amazon,SKU-1005,2026-06-01,2,132.99,0.05,Shipped,TX
ORD-001132,eBay,SKU-1002,2026-07-30,1,169.99,0.0,Shipped,CA
ORD-001133,Wayfair,SKU-1001,2026-04-21,3,89.99,0.0,Shipped,AZ
ORD-001134,Amazon,SKU-1003,2026-07-27,2,224.99,0.1,Delivered,TX
ORD-001135,Amazon,SKU-1005,2026-02-10,3,139.99,0.0,Delivered,TX
ORD-001136,eBay,SKU-1005,2026-07-07,1,139.99,0.0,Delivered,MA
ORD-001137,Amazon,SKU-1001,2026-06-03,1,85.49,0.05,Delivered,AZ
ORD-001138,Amazon,SKU-1001,2026-06-23,1,80.99,0.1,Delivered,CA
ORD-001139,Wayfair,SKU-1002,2026-05-11,1,169.99,0.0,Delivered,CA
ORD-001140,Amazon,SKU-1001,2026-03-17,1,76.49,0.15,Delivered,MA
ORD-001141,Amazon,SKU-1001,2026-02-19,1,76.49,0.15,Delivered,AZ
ORD-001142,Wayfair,SKU-1003,2026-07-22,1,237.49,0.05,Processing,FL
ORD-001143,eBay,SKU-1004,2026-04-13,1,39.99,0.2,Delivered,IL
ORD-001144,Amazon,SKU-1005,2026-04-27,3,118.99,0.15,Delivered,FL
ORD-001145,Amazon,SKU-1006,2026-05-29,1,110.49,0.15,Shipped,NY
ORD-001146,Wayfair,SKU-1007,2026-05-19,1,63.74,0.15,Delivered,NY
ORD-001147,Amazon,SKU-1008,2026-06-27,1,85.49,0.1,Delivered,AZ
ORD-001148,Wayfair,SKU-1001,2026-06-19,1,76.49,0.15,Delivered,WA
ORD-001149,Amazon,SKU-1002,2026-06-23,1,169.99,0.0,Delivered,NY
ORD-001150,Amazon,SKU-1007,2026-03-16,1,71.24,0.05,Delivered,CA
ORD-001151,eBay,SKU-1006,2026-05-10,1,129.99,0.0,Delivered,CA
ORD-001152,eBay,SKU-1002,2026-03-08,1,152.99,0.1,Delivered,CA
ORD-001153,Amazon,SKU-1004,2026-05-25,1,44.99,0.1,Shipped,CA
ORD-001154,Amazon,SKU-1001,2026-04-18,1,80.99,0.1,Delivered,WA
ORD-001155,Amazon,SKU-1001,2026-05-25,1,89.99,0.0,Delivered,WA
ORD-001156,eBay,SKU-1002,2026-07-14,2,161.49,0.05,Delivered,AZ
ORD-001157,Amazon,SKU-1004,2026-02-15,1,49.99,0.0,Delivered,CA
ORD-001158,Wayfair,SKU-1002,2026-03-25,1,169.99,0.0,Cancelled,TX
ORD-001159,eBay,SKU-1002,2026-03-30,3,169.99,0.0,Shipped,WA
ORD-001160,Amazon,SKU-1006,2026-06-13,1,129.99,0.0,Delivered,CA
ORD-001161,Amazon,SKU-1002,2026-05-22,1,169.99,0.0,Delivered,CA
ORD-001162,Amazon,SKU-1004,2026-05-12,1,49.99,0.0,Delivered,TX
ORD-001163,Amazon,SKU-1005,2026-03-29,1,125.99,0.1,Delivered,MA
ORD-001164,eBay,SKU-1006,2026-06-27,1,103.99,0.2,Delivered,MA
ORD-001165,eBay,SKU-1006,2026-07-29,1,129.99,0.0,Delivered,WA
ORD-001166,eBay,SKU-1008,2026-02-19,1,90.24,0.05,Delivered,NY
ORD-001167,Amazon,SKU-1005,2026-07-02,2,139.99,0.0,Delivered,IL
ORD-001168,Amazon,SKU-1001,2026-05-22,2,85.49,0.05,Delivered,NY
ORD-001169,Amazon,SKU-1003,2026-03-26,1,249.99,0.0,Delivered,MA
ORD-001170,Wayfair,SKU-1004,2026-03-08,1,47.49,0.05,Delivered,FL
ORD-001171,eBay,SKU-1008,2026-04-16,2,94.99,0.0,Delivered,TX
ORD-001172,Amazon,SKU-1002,2026-07-22,4,152.99,0.1,Delivered,TX
ORD-001173,Amazon,SKU-1007,2026-03-20,1,74.99,0.0,Shipped,CA
ORD-001174,eBay,SKU-1002,2026-03-10,3,169.99,0.0,Delivered,FL
ORD-001175,Amazon,SKU-1007,2026-06-11,1,67.49,0.1,Delivered,WA
ORD-001176,Amazon,SKU-1002,2026-04-06,1,161.49,0.05,Cancelled,CA
ORD-001177,Amazon,SKU-1007,2026-05-05,1,74.99,0.0,Delivered,NY
ORD-001178,eBay,SKU-1006,2026-06-05,1,129.99,0.0,Shipped,IL
ORD-001179,eBay,SKU-1008,2026-03-13,1,94.99,0.0,Delivered,TX
ORD-001180,Amazon,SKU-1003,2026-06-05,1,249.99,0.0,Delivered,CA
ORD-001181,Amazon,SKU-1002,2026-06-10,2,169.99,0.0,Delivered,NY
ORD-001182,eBay,SKU-1004,2026-05-11,1,47.49,0.05,Delivered,NY
ORD-001183,Wayfair,SKU-1001,2026-05-11,3,89.99,0.0,Delivered,MA
ORD-001184,eBay,SKU-1007,2026-05-02,1,71.24,0.05,Delivered,WA
ORD-001185,Wayfair,SKU-1006,2026-04-06,1,129.99,0.0,Shipped,WA
ORD-001186,eBay,SKU-1006,2026-07-17,1,123.49,0.05,Delivered,CA
ORD-001187,Amazon,SKU-1002,2026-07-21,2,169.99,0.0,Delivered,WA
ORD-001188,Amazon,SKU-1008,2026-07-02,3,94.99,0.0,Delivered,AZ
ORD-001189,Amazon,SKU-1002,2026-07-29,1,135.99,0.2,Delivered,NY
ORD-001190,Amazon,SKU-1003,2026-02-24,1,237.49,0.05,Shipped,IL
ORD-001191,Amazon,SKU-1002,2026-05-14,1,169.99,0.0,Delivered,NY
ORD-001192,eBay,SKU-1001,2026-05-19,1,85.49,0.05,Delivered,CA
ORD-001193,eBay,SKU-1003,2026-03-24,1,237.49,0.05,Delivered,FL
ORD-001194,Amazon,SKU-1002,2026-03-20,2,169.99,0.0,Cancelled,AZ
ORD-001195,Wayfair,SKU-1004,2026-03-01,2,49.99,0.0,Delivered,NY
ORD-001196,Amazon,SKU-1002,2026-07-01,1,161.49,0.05,Delivered,CA
ORD-001197,Wayfair,SKU-1002,2026-07-22,1,135.99,0.2,Delivered,FL
ORD-001198,eBay,SKU-1001,2026-04-11,3,85.49,0.05,Delivered,NY
ORD-001199,Wayfair,SKU-1003,2026-04-23,2,199.99,0.2,Delivered,NY
ORD-001200,Amazon,SKU-1001,2026-04-27,2,89.99,0.0,Shipped,NY
ORD-001201,Wayfair,SKU-1007,2026-02-08,1,63.74,0.15,Delivered,WA
ORD-001202,Amazon,SKU-1007,2026-07-10,1,63.74,0.15,Delivered,WA
ORD-001203,eBay,SKU-1001,2026-04-25,1,89.99,0.0,Delivered,IL
ORD-001204,Amazon,SKU-1003,2026-07-07,1,224.99,0.1,Shipped,TX
ORD-001205,Wayfair,SKU-1008,2026-06-03,4,80.74,0.15,Delivered,IL
ORD-001206,Amazon,SKU-1003,2026-03-10,2,212.49,0.15,Shipped,WA
ORD-001207,Amazon,SKU-1001,2026-02-24,1,80.99,0.1,Delivered,AZ
ORD-001208,Amazon,SKU-1002,2026-03-03,1,161.49,0.05,Delivered,CA
ORD-001209,eBay,SKU-1008,2026-03-01,1,85.49,0.1,Delivered,MA
ORD-001210,eBay,SKU-1008,2026-03-30,2,85.49,0.1,Delivered,WA
ORD-001211,Wayfair,SKU-1006,2026-07-14,2,129.99,0.0,Delivered,AZ
ORD-001212,eBay,SKU-1008,2026-07-05,1,94.99,0.0,Delivered,IL
ORD-001213,eBay,SKU-1006,2026-06-25,3,129.99,0.0,Delivered,TX
ORD-001214,Amazon,SKU-1003,2026-04-30,2,212.49,0.15,Delivered,CA
ORD-001215,Wayfair,SKU-1003,2026-05-10,1,249.99,0.0,Delivered,FL
ORD-001216,Wayfair,SKU-1007,2026-04-24,2,67.49,0.1,Delivered,CA
ORD-001217,eBay,SKU-1006,2026-03-01,1,123.49,0.05,Delivered,CA
ORD-001218,Wayfair,SKU-1008,2026-06-09,1,94.99,0.0,Delivered,IL
ORD-001219,Wayfair,SKU-1007,2026-02-10,1,74.99,0.0,Cancelled,CA
ORD-001220,eBay,SKU-1008,2026-06-04,1,94.99,0.0,Delivered,MA
ORD-001221,Wayfair,SKU-1001,2026-03-13,2,89.99,0.0,Delivered,IL
ORD-001222,Amazon,SKU-1006,2026-03-19,2,116.99,0.1,Delivered,IL
ORD-001223,Amazon,SKU-1008,2026-02-07,1,94.99,0.0,Delivered,MA
ORD-001224,Amazon,SKU-1007,2026-06-17,2,74.99,0.0,Delivered,WA
ORD-001225,Amazon,SKU-1004,2026-04-25,2,47.49,0.05,Shipped,AZ
ORD-001226,Amazon,SKU-1006,2026-03-15,1,129.99,0.0,Delivered,AZ
ORD-001227,Wayfair,SKU-1002,2026-03-24,2,169.99,0.0,Delivered,FL
ORD-001228,Wayfair,SKU-1006,2026-03-11,1,103.99,0.2,Delivered,CA
ORD-001229,Amazon,SKU-1001,2026-06-03,1,89.99,0.0,Cancelled,WA
ORD-001230,Wayfair,SKU-1005,2026-07-12,2,139.99,0.0,Delivered,NY
ORD-001231,eBay,SKU-1003,2026-03-18,1,249.99,0.0,Delivered,IL
ORD-001232,eBay,SKU-1006,2026-07-18,1,123.49,0.05,Delivered,CA
ORD-001233,Amazon,SKU-1001,2026-07-16,1,85.49,0.05,Delivered,FL
ORD-001234,Amazon,SKU-1005,2026-02-26,2,139.99,0.0,Delivered,WA
ORD-001235,Amazon,SKU-1004,2026-02-27,1,44.99,0.1,Shipped,FL
ORD-001236,eBay,SKU-1004,2026-05-13,1,47.49,0.05,Shipped,NY
ORD-001237,eBay,SKU-1004,2026-07-18,1,44.99,0.1,Cancelled,AZ
ORD-001238,eBay,SKU-1002,2026-03-20,1,169.99,0.0,Delivered,CA
ORD-001239,eBay,SKU-1005,2026-02-24,1,118.99,0.15,Delivered,MA
ORD-001240,Amazon,SKU-1004,2026-06-21,1,39.99,0.2,Delivered,TX
ORD-001241,Wayfair,SKU-1001,2026-04-18,1,89.99,0.0,Delivered,WA
ORD-001242,Wayfair,SKU-1004,2026-05-03,1,47.49,0.05,Delivered,WA
ORD-001243,Amazon,SKU-1001,2026-03-10,1,80.99,0.1,Delivered,FL
ORD-001244,Amazon,SKU-1002,2026-03-06,2,169.99,0.0,Delivered,TX
ORD-001245,Amazon,SKU-1005,2026-05-29,1,139.99,0.0,Delivered,WA
ORD-001246,Amazon,SKU-1004,2026-04-11,4,44.99,0.1,Delivered,NY
ORD-001247,Wayfair,SKU-1006,2026-07-06,1,116.99,0.1,Delivered,IL
ORD-001248,Wayfair,SKU-1003,2026-04-06,1,249.99,0.0,Delivered,FL
ORD-001249,eBay,SKU-1001,2026-05-05,3,80.99,0.1,Delivered,IL
ORD-001250,Amazon,SKU-1002,2026-03-30,1,169.99,0.0,Delivered,CA
ORD-001251,Amazon,SKU-1006,2026-06-07,1,129.99,0.0,Delivered,TX
ORD-001252,Amazon,SKU-1002,2026-02-14,1,135.99,0.2,Delivered,TX
ORD-001253,Wayfair,SKU-1006,2026-06-18,1,110.49,0.15,Delivered,FL
ORD-001254,eBay,SKU-1002,2026-03-13,1,169.99,0.0,Delivered,TX
ORD-001255,eBay,SKU-1008,2026-05-07,2,94.99,0.0,Delivered,WA
ORD-001256,Wayfair,SKU-1002,2026-06-01,1,169.99,0.0,Delivered,MA
ORD-001257,Wayfair,SKU-1008,2026-04-21,1,94.99,0.0,Delivered,IL
ORD-001258,eBay,SKU-1007,2026-02-21,2,59.99,0.2,Delivered,CA
ORD-001259,Amazon,SKU-1006,2026-06-08,2,129.99,0.0,Delivered,WA
ORD-001260,Amazon,SKU-1008,2026-06-09,1,75.99,0.2,Delivered,WA
ORD-001261,eBay,SKU-1004,2026-02-03,2,44.99,0.1,Delivered,TX
ORD-001262,Wayfair,SKU-1006,2026-06-17,1,129.99,0.0,Delivered,CA
ORD-001263,eBay,SKU-1008,2026-03-31,1,94.99,0.0,Delivered,TX
ORD-001264,Amazon,SKU-1001,2026-03-17,1,89.99,0.0,Delivered,TX
ORD-001265,eBay,SKU-1004,2026-03-04,1,47.49,0.05,Delivered,CA
ORD-001266,Amazon,SKU-1005,2026-04-21,3,111.99,0.2,Delivered,AZ
ORD-001267,Wayfair,SKU-1008,2026-06-06,1,94.99,0.0,Delivered,TX
ORD-001268,Amazon,SKU-1001,2026-03-21,1,89.99,0.0,Delivered,CA
ORD-001269,Wayfair,SKU-1004,2026-05-18,1,47.49,0.05,Delivered,WA
ORD-001270,Amazon,SKU-1002,2026-04-19,1,144.49,0.15,Delivered,TX
ORD-001271,eBay,SKU-1008,2026-05-25,1,94.99,0.0,Delivered,TX
ORD-001272,Amazon,SKU-1007,2026-03-22,1,74.99,0.0,Delivered,TX
ORD-001273,eBay,SKU-1001,2026-06-04,3,71.99,0.2,Delivered,NY
ORD-001274,eBay,SKU-1004,2026-03-06,1,44.99,0.1,Delivered,NY
ORD-001275,Wayfair,SKU-1008,2026-05-12,1,75.99,0.2,Shipped,CA
ORD-001276,Amazon,SKU-1003,2026-07-27,1,224.99,0.1,Delivered,MA
ORD-001277,Amazon,SKU-1006,2026-04-17,1,129.99,0.0,Delivered,FL
ORD-001278,Amazon,SKU-1006,2026-04-14,2,110.49,0.15,Cancelled,TX
ORD-001279,Amazon,SKU-1007,2026-08-01,2,74.99,0.0,Delivered,FL
ORD-001280,Wayfair,SKU-1002,2026-07-13,1,169.99,0.0,Delivered,CA
ORD-001281,Wayfair,SKU-1008,2026-05-22,1,94.99,0.0,Shipped,NY
ORD-001282,eBay,SKU-1004,2026-04-02,1,49.99,0.0,Delivered,NY
ORD-001283,Amazon,SKU-1001,2026-05-06,1,89.99,0.0,Delivered,TX
ORD-001284,Amazon,SKU-1001,2026-02-15,1,89.99,0.0,Delivered,TX
ORD-001285,Amazon,SKU-1005,2026-04-07,3,139.99,0.0,Delivered,CA
ORD-001286,Amazon,SKU-1001,2026-03-07,1,80.99,0.1,Delivered,IL
ORD-001287,Amazon,SKU-1004,2026-07-18,1,47.49,0.05,Delivered,CA
ORD-001288,eBay,SKU-1005,2026-02-12,1,118.99,0.15,Delivered,CA
ORD-001289,Wayfair,SKU-1006,2026-02-21,3,123.49,0.05,Delivered,NY
ORD-001290,Amazon,SKU-1007,2026-03-13,1,74.99,0.0,Delivered,TX
ORD-001291,Wayfair,SKU-1007,2026-06-25,3,63.74,0.15,Delivered,WA
ORD-001292,Amazon,SKU-1008,2026-05-20,1,75.99,0.2,Shipped,CA
ORD-001293,Wayfair,SKU-1002,2026-04-17,1,161.49,0.05,Shipped,WA
ORD-001294,Amazon,SKU-1006,2026-07-27,1,123.49,0.05,Delivered,NY
ORD-001295,Amazon,SKU-1004,2026-05-12,1,49.99,0.0,Delivered,CA
ORD-001296,eBay,SKU-1002,2026-06-13,1,152.99,0.1,Delivered,TX
ORD-001297,eBay,SKU-1002,2026-06-23,1,169.99,0.0,Delivered,TX
ORD-001298,Wayfair,SKU-1005,2026-04-14,3,139.99,0.0,Shipped,WA
ORD-001299,Wayfair,SKU-1002,2026-06-18,1,161.49,0.05,Delivered,MA
ORD-001300,Wayfair,SKU-1003,2026-06-22,1,249.99,0.0,Delivered,TX
ORD-001301,eBay,SKU-1008,2026-02-04,2,94.99,0.0,Cancelled,CA
ORD-001302,Amazon,SKU-1008,2026-07-01,1,85.49,0.1,Delivered,WA
ORD-001303,eBay,SKU-1007,2026-06-23,1,74.99,0.0,Delivered,CA
ORD-001304,Wayfair,SKU-1005,2026-05-14,1,139.99,0.0,Delivered,TX
ORD-001305,Amazon,SKU-1008,2026-03-20,1,85.49,0.1,Delivered,FL
ORD-001306,Amazon,SKU-1008,2026-04-15,1,94.99,0.0,Delivered,NY
ORD-001307,Amazon,SKU-1005,2026-02-20,1,139.99,0.0,Delivered,NY
ORD-001308,Amazon,SKU-1006,2026-02-05,1,129.99,0.0,Delivered,IL
ORD-001309,eBay,SKU-1007,2026-02-13,1,67.49,0.1,Delivered,MA
ORD-001310,eBay,SKU-1005,2026-02-04,3,139.99,0.0,Delivered,TX
ORD-001311,Amazon,SKU-1006,2026-06-04,2,110.49,0.15,Shipped,TX
ORD-001312,Amazon,SKU-1004,2026-06-21,1,47.49,0.05,Delivered,IL
ORD-001313,Amazon,SKU-1001,2026-06-12,2,89.99,0.0,Delivered,TX
ORD-001314,Amazon,SKU-1002,2026-05-03,1,169.99,0.0,Shipped,NY
ORD-001315,Wayfair,SKU-1008,2026-03-02,1,75.99,0.2,Delivered,MA
ORD-001316,Amazon,SKU-1003,2026-04-28,1,212.49,0.15,Delivered,AZ
ORD-001317,Amazon,SKU-1005,2026-06-17,1,139.99,0.0,Delivered,AZ
ORD-001318,eBay,SKU-1006,2026-04-16,1,129.99,0.0,Delivered,WA
ORD-001319,Wayfair,SKU-1008,2026-02-21,2,80.74,0.15,Cancelled,IL
ORD-001320,Amazon,SKU-1001,2026-05-27,2,80.99,0.1,Delivered,CA
ORD-001321,Wayfair,SKU-1005,2026-04-14,1,139.99,0.0,Delivered,IL
ORD-001322,Amazon,SKU-1003,2026-06-05,1,249.99,0.0,Shipped,TX
ORD-001323,eBay,SKU-1007,2026-04-05,1,71.24,0.05,Delivered,NY
ORD-001324,Amazon,SKU-1004,2026-02-23,1,49.99,0.0,Delivered,WA
ORD-001325,eBay,SKU-1006,2026-04-03,1,129.99,0.0,Shipped,TX
ORD-001326,Amazon,SKU-1004,2026-03-02,1,49.99,0.0,Shipped,AZ
ORD-001327,Amazon,SKU-1007,2026-03-10,2,71.24,0.05,Delivered,NY
ORD-001328,Amazon,SKU-1002,2026-03-09,1,152.99,0.1,Delivered,IL
ORD-001329,Amazon,SKU-1006,2026-02-15,2,116.99,0.1,Delivered,AZ
ORD-001330,Amazon,SKU-1007,2026-05-06,1,74.99,0.0,Delivered,AZ
ORD-001331,eBay,SKU-1004,2026-06-02,2,44.99,0.1,Delivered,TX
ORD-001332,Amazon,SKU-1004,2026-07-17,1,49.99,0.0,Delivered,AZ
ORD-001333,eBay,SKU-1001,2026-06-10,1,89.99,0.0,Delivered,MA
ORD-001334,eBay,SKU-1004,2026-04-09,3,47.49,0.05,Delivered,NY
ORD-001335,Wayfair,SKU-1001,2026-06-15,1,71.99,0.2,Delivered,NY
ORD-001336,Amazon,SKU-1001,2026-06-25,1,89.99,0.0,Delivered,NY
ORD-001337,Amazon,SKU-1006,2026-05-10,1,116.99,0.1,Delivered,CA
ORD-001338,Amazon,SKU-1001,2026-07-06,2,89.99,0.0,Delivered,CA
ORD-001339,Amazon,SKU-1001,2026-02-04,2,89.99,0.0,Delivered,WA
ORD-001340,Amazon,SKU-1001,2026-06-27,1,85.49,0.05,Shipped,CA
ORD-001341,Wayfair,SKU-1003,2026-02-04,4,224.99,0.1,Delivered,NY
ORD-001342,Amazon,SKU-1003,2026-05-04,3,224.99,0.1,Delivered,NY
ORD-001343,Amazon,SKU-1006,2026-03-12,1,116.99,0.1,Delivered,AZ
ORD-001344,Amazon,SKU-1001,2026-07-26,1,76.49,0.15,Delivered,WA
ORD-001345,Wayfair,SKU-1008,2026-07-19,1,85.49,0.1,Cancelled,NY
ORD-001346,eBay,SKU-1008,2026-06-15,3,94.99,0.0,Shipped,TX
ORD-001347,Wayfair,SKU-1003,2026-05-23,1,224.99,0.1,Delivered,TX
ORD-001348,eBay,SKU-1008,2026-03-13,1,75.99,0.2,Delivered,CA
ORD-001349,Amazon,SKU-1007,2026-02-24,1,74.99,0.0,Delivered,TX
ORD-001350,Amazon,SKU-1001,2026-05-03,1,89.99,0.0,Delivered,TX
ORD-001351,Amazon,SKU-1004,2026-05-26,1,49.99,0.0,Delivered,FL
ORD-001352,Wayfair,SKU-1001,2026-05-15,1,85.49,0.05,Delivered,NY
ORD-001353,eBay,SKU-1004,2026-04-23,1,44.99,0.1,Delivered,TX
ORD-001354,eBay,SKU-1007,2026-07-10,3,74.99,0.0,Shipped,WA
ORD-001355,Amazon,SKU-1005,2026-02-28,1,139.99,0.0,Delivered,CA
ORD-001356,Amazon,SKU-1004,2026-02-25,1,47.49,0.05,Delivered,IL
ORD-001357,Amazon,SKU-1001,2026-03-01,3,76.49,0.15,Delivered,CA
ORD-001358,Amazon,SKU-1003,2026-07-06,1,224.99,0.1,Delivered,TX
ORD-001359,Amazon,SKU-1001,2026-06-02,1,89.99,0.0,Delivered,MA
ORD-001360,Amazon,SKU-1007,2026-05-05,2,59.99,0.2,Delivered,CA
ORD-001361,eBay,SKU-1001,2026-05-21,1,85.49,0.05,Delivered,CA
ORD-001362,Amazon,SKU-1004,2026-05-28,2,47.49,0.05,Delivered,TX
ORD-001363,Amazon,SKU-1007,2026-05-22,1,67.49,0.1,Delivered,TX
ORD-001364,Amazon,SKU-1004,2026-07-28,2,39.99,0.2,Delivered,AZ
ORD-001365,Wayfair,SKU-1005,2026-06-25,2,132.99,0.05,Delivered,WA
ORD-001366,Amazon,SKU-1005,2026-04-24,1,118.99,0.15,Delivered,NY
ORD-001367,eBay,SKU-1003,2026-07-24,1,237.49,0.05,Delivered,NY
ORD-001368,Amazon,SKU-1007,2026-05-28,1,71.24,0.05,Delivered,IL
ORD-001369,eBay,SKU-1002,2026-03-16,1,169.99,0.0,Delivered,CA
ORD-001370,Wayfair,SKU-1006,2026-05-07,2,129.99,0.0,Delivered,NY
ORD-001371,eBay,SKU-1007,2026-07-18,4,74.99,0.0,Delivered,IL
ORD-001372,Wayfair,SKU-1004,2026-04-28,1,49.99,0.0,Delivered,CA
ORD-001373,Amazon,SKU-1005,2026-05-10,1,132.99,0.05,Delivered,WA
ORD-001374,Wayfair,SKU-1006,2026-02-27,4,116.99,0.1,Delivered,WA
ORD-001375,Amazon,SKU-1005,2026-06-09,2,132.99,0.05,Delivered,WA
ORD-001376,Wayfair,SKU-1004,2026-07-22,1,49.99,0.0,Delivered,NY
ORD-001377,Amazon,SKU-1004,2026-06-02,3,49.99,0.0,Shipped,NY
ORD-001378,eBay,SKU-1008,2026-05-14,1,94.99,0.0,Delivered,TX
ORD-001379,Amazon,SKU-1007,2026-05-19,1,74.99,0.0,Delivered,CA
ORD-001380,eBay,SKU-1001,2026-06-14,2,85.49,0.05,Delivered,MA
ORD-001381,Amazon,SKU-1008,2026-05-13,1,90.24,0.05,Shipped,IL
ORD-001382,Amazon,SKU-1005,2026-07-14,1,125.99,0.1,Delivered,TX
ORD-001383,Amazon,SKU-1001,2026-03-06,1,85.49,0.05,Shipped,AZ
ORD-001384,Amazon,SKU-1005,2026-06-23,1,139.99,0.0,Delivered,CA
ORD-001385,eBay,SKU-1001,2026-03-13,1,80.99,0.1,Delivered,CA
ORD-001386,eBay,SKU-1004,2026-03-07,4,47.49,0.05,Delivered,CA
ORD-001387,Amazon,SKU-1006,2026-03-23,1,129.99,0.0,Shipped,IL
ORD-001388,eBay,SKU-1007,2026-04-13,1,74.99,0.0,Delivered,MA
ORD-001389,Amazon,SKU-1007,2026-07-04,1,74.99,0.0,Delivered,CA
ORD-001390,Wayfair,SKU-1001,2026-03-27,1,85.49,0.05,Delivered,CA
ORD-001391,Amazon,SKU-1008,2026-07-27,1,80.74,0.15,Delivered,NY
