order_id,carrier,shipping_cost,service_level,ship_date,delivery_date,delivery_status,package_weight_lb
ORD-000815,USPS,12.53,Ground,2026-02-20,2026-02-26,Delivered,9.95
ORD-000816,FedEx,9.31,Ground,2026-06-10,2026-06-16,Delivered,7.94
ORD-000817,FedEx,8.09,Ground,2026-05-25,2026-05-29,Delivered,5.4
ORD-000818,USPS,11.95,Standard,2026-06-29,2026-07-05,Delivered,3.3
ORD-000819,UPS,6.7,Ground,2026-02-14,2026-02-19,Delivered,2.5
ORD-000820,FedEx,8.65,Ground,2026-06-08,2026-06-15,Delivered,6.56
ORD-000821,UPS,18.34,Ground,2026-05-13,2026-05-17,Delivered,22.07
ORD-000823,FedEx,14.01,Ground,2026-04-30,2026-05-06,Delivered,17.73
ORD-000824,FedEx,9.18,Standard,2026-05-12,2026-05-18,Delivered,7.66
ORD-000825,UPS,24.62,Ground,2026-07-15,2026-07-21,Delivered,39.83
ORD-000826,UPS,11.08,Standard,2026-05-12,2026-05-16,Delivered,6.93
ORD-000827,FedEx,17.8,Ground,2026-02-07,2026-02-11,In Transit,25.62
ORD-000828,UPS,21.91,Standard,2026-07-24,2026-07-30,In Transit,29.5
ORD-000829,FedEx,15.15,Ground,2026-02-23,2026-02-28,Delivered,15.41
ORD-000830,UPS,8.62,Ground,2026-07-31,2026-08-05,Delivered,6.51
ORD-000831,FedEx,9.56,Standard,2026-07-10,2026-07-18,In Transit,8.46
ORD-000832,UPS,11.63,Ground,2026-03-31,2026-04-07,Delivered,12.78
ORD-000833,UPS,7.13,Standard,2026-03-07,2026-03-12,Delivered,3.39
ORD-000834,UPS,7.89,Standard,2026-07-05,2026-07-11,Delivered,4.97
ORD-000835,FedEx,7.72,Standard,2026-03-18,2026-03-22,Delivered,4.62
ORD-000836,USPS,13.28,Standard,2026-03-17,2026-03-24,Delivered,16.2
ORD-000837,UPS,17.02,Ground,2026-04-16,2026-04-23,Delivered,24.0
ORD-000838,FedEx,14.23,Ground,2026-06-16,2026-06-22,Delivered,18.19
ORD-000839,FedEx,24.53,2-Day,2026-07-09,2026-07-11,In Transit,21.51
ORD-000840,FedEx,8.41,Standard,2026-03-04,2026-03-11,Delivered,6.07
ORD-000841,FedEx,9.7,Ground,2026-06-02,2026-06-06,Delivered,8.76
ORD-000842,FedEx,9.95,Ground,2026-06-04,2026-06-07,Delivered,9.27
ORD-000843,FedEx,12.88,Standard,2026-04-10,2026-04-16,Delivered,15.37
ORD-000844,UPS,8.72,Ground,2026-03-22,2026-03-27,Delivered,6.71
ORD-000845,USPS,30.59,2-Day,2026-07-02,2026-07-05,Delivered,20.66
ORD-000846,USPS,19.41,Ground,2026-03-01,2026-03-05,Delivered,28.98
ORD-000847,UPS,15.38,Ground,2026-02-18,2026-02-23,Delivered,15.9
ORD-000848,USPS,9.57,Ground,2026-03-25,2026-03-29,Delivered,8.47
ORD-000849,FedEx,8.2,Ground,2026-03-10,2026-03-13,Delivered,5.63
ORD-000850,USPS,7.72,Standard,2026-03-15,2026-03-23,Delivered,4.63
ORD-000851,FedEx,,Standard,2026-02-27,2026-03-05,In Transit,1.58
ORD-000852,UPS,10.05,Standard,2026-02-05,2026-02-09,Delivered,9.48
ORD-000853,UPS,12.11,Ground,2026-07-04,2026-07-09,Delivered,9.08
ORD-000854,UPS,15.02,Standard,2026-06-14,2026-06-21,Delivered,19.84
ORD-000855,UPS,11.14,Ground,2026-04-07,2026-04-11,Delivered,7.07
ORD-000856,UPS,10.25,Ground,2026-04-04,2026-04-09,Delivered,9.89
ORD-000857,FedEx,12.07,Ground,2026-07-03,2026-07-07,Delivered,13.68
ORD-000858,FedEx,15.3,Standard,2026-05-09,2026-05-13,Delivered,15.73
ORD-000859,USPS,21.21,Ground,2026-06-17,2026-06-21,Delivered,18.37
ORD-000860,FedEx,11.62,Ground,2026-07-30,2026-08-06,Delivered,12.75
ORD-000861,FedEx,7.22,Ground,2026-02-16,2026-02-21,Delivered,3.58
ORD-000862,FedEx,12.61,Standard,2026-02-19,2026-02-27,Delivered,14.81
ORD-000863,UPS,8.7,Standard,2026-06-30,2026-07-06,Delivered,6.66
ORD-000864,FedEx,17.37,Standard,2026-06-12,2026-06-16,Delivered,24.73
ORD-000865,USPS,10.96,Ground,2026-03-05,2026-03-11,In Transit,11.38
ORD-000867,UPS,11.88,Standard,2026-02-25,2026-03-01,Delivered,13.29
ORD-000868,FedEx,31.24,Standard,2026-03-12,2026-03-17,Delivered,48.93
ORD-000869,UPS,14.42,Ground,2026-06-21,2026-06-28,Delivered,18.58
ORD-000870,UPS,19.4,2-Day,2026-02-07,2026-02-09,Delivered,14.62
ORD-000871,USPS,16.13,Ground,2026-07-18,2026-07-23,Delivered,10.1
ORD-000872,USPS,9.41,Ground,2026-06-30,2026-07-07,Delivered,3.86
ORD-000873,FedEx,12.34,Ground,2026-02-16,2026-02-20,Delivered,9.57
ORD-000874,UPS,8.17,Ground,2026-03-23,2026-03-27,Delivered,5.57
ORD-000875,USPS,20.49,Ground,2026-02-15,2026-02-21,Delivered,31.22
ORD-000876,FedEx,14.83,Ground,2026-07-23,2026-07-30,Delivered,14.76
ORD-000877,FedEx,19.34,Ground,2026-02-10,2026-02-16,Delivered,24.15
ORD-000878,FedEx,11.07,Standard,2026-06-23,2026-06-29,Delivered,6.91
ORD-000879,USPS,13.56,Ground,2026-07-01,2026-07-05,Delivered,5.92
ORD-000880,FedEx,13.85,Ground,2026-06-04,2026-06-11,Delivered,17.4
ORD-000881,USPS,8.09,Ground,2026-05-30,2026-06-04,Delivered,5.39
ORD-000882,FedEx,9.33,Ground,2026-04-17,2026-04-20,In Transit,7.98
ORD-000883,FedEx,23.19,Ground,2026-05-14,2026-05-21,Delivered,32.16
ORD-000884,FedEx,9.45,Ground,2026-03-12,2026-03-16,Delivered,8.23
ORD-000885,UPS,9.25,Ground,2026-05-29,2026-06-02,Delivered,3.13
ORD-000886,FedEx,6.5,Ground,2026-04-16,2026-04-21,Delivered,2.08
ORD-000887,UPS,10.59,2-Day,2026-07-08,2026-07-11,Delivered,2.77
ORD-000888,FedEx,17.53,Ground,2026-07-04,2026-07-07,Delivered,25.07
ORD-000889,UPS,11.23,Standard,2026-06-29,2026-07-04,Delivered,7.26
ORD-000890,FedEx,30.78,Ground,2026-04-22,2026-04-29,Delivered,47.98
ORD-000891,UPS,19.51,Standard,2026-04-12,2026-04-16,Delivered,29.19
ORD-000892,FedEx,23.26,Standard,2026-03-21,2026-03-28,Delivered,37.01
ORD-000893,UPS,18.25,Standard,2026-02-22,2026-02-28,Delivered,21.87
ORD-000894,FedEx,13.56,Ground,2026-07-31,2026-08-07,Delivered,16.79
ORD-000895,USPS,12.8,2-Day,2026-03-13,2026-03-16,Delivered,5.74
ORD-000896,USPS,10.86,Standard,2026-05-04,2026-05-10,Delivered,11.17
ORD-000897,UPS,21.86,2-Day,2026-02-27,2026-03-01,Delivered,17.93
ORD-000898,FedEx,17.83,Standard,2026-04-13,2026-04-20,Delivered,21.0
ORD-000899,UPS,9.77,Ground,2026-06-16,2026-06-22,Delivered,4.21
ORD-000900,FedEx,12.4,Ground,2026-06-12,2026-06-18,Delivered,9.69
ORD-000901,FedEx,12.81,Ground,2026-06-20,2026-06-26,In Transit,10.54
ORD-000902,UPS,10.41,Standard,2026-03-09,2026-03-16,Delivered,10.23
ORD-000903,UPS,7.77,Ground,2026-07-07,2026-07-11,Delivered,4.73
ORD-000904,USPS,21.97,Ground,2026-03-09,2026-03-16,Delivered,34.31
ORD-000905,FedEx,12.28,Standard,2026-07-28,2026-08-05,Delivered,9.44
ORD-000906,FedEx,7.91,Ground,2026-02-12,2026-02-18,Delivered,5.03
ORD-000907,UPS,24.47,Standard,2026-07-23,2026-07-31,Delivered,34.84
ORD-000908,UPS,21.77,Ground,2026-07-24,2026-07-29,In Transit,29.21
ORD-000909,USPS,21.24,2-Day,2026-03-16,2026-03-18,Delivered,12.4
ORD-000911,UPS,11.49,Standard,2026-02-27,2026-03-04,In Transit,7.8
ORD-000912,USPS,11.49,Ground,2026-07-25,2026-07-28,Delivered,2.55
ORD-000913,UPS,15.41,Ground,2026-03-02,2026-03-07,Delivered,15.96
ORD-000914,UPS,9.04,Standard,2026-04-19,2026-04-23,Delivered,7.38
ORD-000915,UPS,13.02,Ground,2026-04-22,2026-04-26,Delivered,10.98
ORD-000916,UPS,33.02,2-Day,2026-02-22,2026-02-23,Delivered,32.92
ORD-000917,UPS,8.84,Ground,2026-07-24,2026-07-28,Delivered,6.95
ORD-000918,UPS,12.94,Standard,2026-07-03,2026-07-07,Delivered,15.5
ORD-000919,FedEx,22.46,2-Day,2026-03-25,2026-03-27,Delivered,18.73
ORD-000920,USPS,25.02,Standard,2026-07-01,2026-07-09,In Transit,24.57
ORD-000921,USPS,12.74,Standard,2026-05-19,2026-05-23,Delivered,10.4
ORD-000922,FedEx,10.11,Ground,2026-04-02,2026-04-05,Delivered,9.61
ORD-000923,FedEx,12.28,Ground,2026-03-20,2026-03-26,Delivered,9.44
ORD-000924,USPS,12.46,Standard,2026-06-15,2026-06-20,Delivered,14.49
ORD-000925,USPS,19.15,Ground,2026-05-01,2026-05-06,Delivered,28.43
ORD-000926,UPS,12.13,Ground,2026-03-04,2026-03-10,Delivered,9.12
ORD-000927,USPS,5.86,Standard,2026-04-21,2026-04-25,Delivered,0.76
ORD-000928,UPS,17.41,Standard,2026-06-29,2026-07-06,Delivered,20.12
ORD-000929,UPS,20.76,2-Day,2026-06-11,2026-06-12,Delivered,11.76
ORD-000930,FedEx,13.17,Ground,2026-04-17,2026-04-21,Delivered,15.98
ORD-000931,FedEx,13.98,2-Day,2026-02-08,2026-02-10,Delivered,2.65
ORD-000932,UPS,11.3,Ground,2026-02-19,2026-02-26,Delivered,7.4
ORD-000933,UPS,14.64,Ground,2026-04-23,2026-04-27,Delivered,19.05
ORD-000934,USPS,9.55,Ground,2026-06-14,2026-06-17,Delivered,3.74
ORD-000935,FedEx,12.93,Ground,2026-05-14,2026-05-18,Delivered,15.48
ORD-000936,FedEx,12.99,Ground,2026-07-23,2026-07-26,Delivered,10.91
ORD-000937,UPS,34.34,2-Day,2026-02-21,2026-02-23,Delivered,6.19
ORD-000938,UPS,10.52,Ground,2026-04-03,2026-04-09,Delivered,5.78
ORD-000939,FedEx,7.79,Ground,2026-06-30,2026-07-07,Delivered,4.77
ORD-000940,FedEx,13.37,Standard,2026-04-19,2026-04-25,Delivered,11.71
ORD-000941,USPS,14.85,Ground,2026-06-23,2026-06-28,Delivered,12.71
ORD-000942,USPS,9.56,Ground,2026-06-04,2026-06-11,In Transit,8.45
ORD-000943,UPS,7.66,Ground,2026-07-12,2026-07-15,Delivered,4.51
ORD-000944,UPS,12.78,Ground,2026-05-24,2026-05-28,Delivered,15.17
ORD-000945,FedEx,17.52,Ground,2026-04-19,2026-04-26,Delivered,20.36
ORD-000946,FedEx,15.95,Ground,2026-04-06,2026-04-11,Delivered,17.08
ORD-000947,UPS,23.72,Ground,2026-03-27,2026-04-02,Delivered,37.95
ORD-000948,FedEx,10.19,Ground,2026-02-14,2026-02-20,Delivered,9.77
ORD-000949,FedEx,18.3,Standard,2026-02-18,2026-02-22,Delivered,26.67
ORD-000950,FedEx,8.72,Ground,2026-03-11,2026-03-18,Delivered,6.7
ORD-000951,FedEx,12.87,2-Day,2026-06-16,2026-06-17,Delivered,5.84
ORD-000952,USPS,17.44,Standard,2026-07-03,2026-07-10,Delivered,12.24
ORD-000953,FedEx,22.39,Ground,2026-03-30,2026-04-03,Delivered,30.5
ORD-000954,UPS,12.06,Ground,2026-03-03,2026-03-06,Delivered,8.97
ORD-000955,UPS,6.77,Standard,2026-05-08,2026-05-13,Delivered,2.65
ORD-000956,FedEx,15.15,Ground,2026-07-23,2026-07-27,Delivered,20.11
ORD-000957,UPS,10.57,Ground,2026-07-16,2026-07-21,In Transit,10.57
ORD-000958,USPS,18.81,2-Day,2026-05-13,2026-05-15,Delivered,13.83
ORD-000959,FedEx,10.68,Ground,2026-04-06,2026-04-10,Delivered,6.1
ORD-000960,USPS,14.5,Ground,2026-07-18,2026-07-24,In Transit,12.15
ORD-000961,USPS,6.97,Ground,2026-05-19,2026-05-26,Delivered,3.06
ORD-000962,UPS,34.3,2-Day,2026-04-11,2026-04-13,Delivered,34.64
ORD-000963,UPS,18.59,Ground,2026-02-10,2026-02-15,Delivered,22.59
ORD-000964,UPS,17.28,2-Day,2026-03-25,2026-03-28,Delivered,11.77
ORD-000965,FedEx,14.98,Ground,2026-07-19,2026-07-25,Delivered,19.75
ORD-000966,USPS,8.72,Standard,2026-03-10,2026-03-15,In Transit,6.71
ORD-000967,UPS,18.28,Ground,2026-03-21,2026-03-26,In Transit,21.94
ORD-000968,USPS,15.25,Ground,2026-06-27,2026-07-01,Delivered,8.67
ORD-000969,USPS,9.44,Ground,2026-03-18,2026-03-25,Delivered,8.21
ORD-000970,UPS,7.92,Ground,2026-06-27,2026-07-02,Delivered,5.05
ORD-000971,USPS,12.72,Ground,2026-03-06,2026-03-10,Delivered,15.04
ORD-000972,UPS,13.22,Ground,2026-05-12,2026-05-17,Delivered,11.4
ORD-000973,FedEx,20.82,Ground,2026-05-22,2026-05-26,Delivered,27.22
ORD-000974,UPS,7.68,Standard,2026-04-08,2026-04-16,Delivered,4.55
ORD-000975,UPS,14.99,Ground,2026-07-29,2026-08-01,Delivered,15.09
ORD-000976,FedEx,17.03,Ground,2026-06-26,2026-07-02,Delivered,24.03
ORD-000977,USPS,17.83,Standard,2026-07-06,2026-07-11,Delivered,12.87
ORD-000978,FedEx,18.37,2-Day,2026-07-26,2026-07-29,Delivered,8.55
ORD-000979,UPS,13.82,Standard,2026-04-29,2026-05-03,Delivered,12.64
ORD-000981,USPS,27.76,2-Day,2026-04-11,2026-04-13,Delivered,25.85
ORD-000982,FedEx,17.9,Ground,2026-06-09,2026-06-15,In Transit,25.84
ORD-000983,USPS,10.42,Standard,2026-03-12,2026-03-17,Delivered,10.26
ORD-000984,USPS,20.01,Standard,2026-06-09,2026-06-16,Delivered,25.55
ORD-000985,UPS,30.99,Standard,2026-03-11,2026-03-18,In Transit,11.01
ORD-000986,USPS,17.16,Ground,2026-04-12,2026-04-18,Delivered,19.6
ORD-000987,FedEx,13.33,Ground,2026-03-20,2026-03-24,Delivered,16.31
ORD-000988,FedEx,18.18,2-Day,2026-07-26,2026-07-28,Delivered,8.29
ORD-000989,USPS,10.25,Ground,2026-02-09,2026-02-14,Delivered,5.21
ORD-000990,USPS,19.48,Ground,2026-02-04,2026-02-08,Delivered,24.43
ORD-000991,USPS,24.78,Standard,2026-06-28,2026-07-06,In Transit,28.87
ORD-000992,FedEx,12.63,Ground,2026-06-23,2026-06-27,Delivered,14.85
ORD-000993,FedEx,13.03,Ground,2026-02-26,2026-03-02,Delivered,11.0
ORD-000994,FedEx,7.44,Standard,2026-03-16,2026-03-21,Delivered,4.05
ORD-000995,UPS,17.03,Ground,2026-03-07,2026-03-12,Delivered,24.03
ORD-000996,UPS,12.07,Ground,2026-04-14,2026-04-18,Delivered,13.69
ORD-000998,UPS,12.17,Standard,2026-06-10,2026-06-16,Delivered,9.21
ORD-000999,FedEx,23.38,2-Day,2026-04-22,2026-04-25,Delivered,19.97
ORD-001000,UPS,9.38,Standard,2026-02-17,2026-02-22,Delivered,3.39
ORD-001001,UPS,7.82,Ground,2026-06-30,2026-07-07,Delivered,4.84
ORD-001002,USPS,8.62,Ground,2026-06-03,2026-06-09,Delivered,6.51
ORD-001003,FedEx,13.16,Ground,2026-07-03,2026-07-10,Delivered,15.96
ORD-001005,UPS,13.87,Ground,2026-02-07,2026-02-14,Delivered,12.74
ORD-001006,USPS,20.52,Standard,2026-07-07,2026-07-15,In Transit,17.25
ORD-001007,FedEx,16.53,Standard,2026-07-27,2026-08-03,Delivered,22.98
ORD-001008,UPS,13.98,Ground,2026-03-25,2026-03-28,Delivered,17.67
ORD-001009,USPS,31.49,Ground,2026-06-19,2026-06-26,Delivered,35.11
ORD-001010,FedEx,16.52,Ground,2026-03-15,2026-03-18,Delivered,22.95
ORD-001011,UPS,10.42,Ground,2026-04-20,2026-04-23,Delivered,10.24
ORD-001012,FedEx,11.28,Ground,2026-05-22,2026-05-27,Delivered,7.36
ORD-001013,UPS,10.53,Ground,2026-06-09,2026-06-16,Delivered,10.47
ORD-001014,USPS,14.18,Ground,2026-02-19,2026-02-24,Delivered,18.08
ORD-001015,USPS,11.59,Ground,2026-06-05,2026-06-09,Delivered,8.0
ORD-001016,USPS,16.59,Standard,2026-03-25,2026-04-02,Delivered,18.41
ORD-001017,UPS,24.69,2-Day,2026-07-22,2026-07-23,Delivered,17.04
ORD-001018,FedEx,7.97,Ground,2026-07-21,2026-07-28,In Transit,5.15
ORD-001019,UPS,18.63,Standard,2026-02-27,2026-03-07,Delivered,22.67
ORD-001020,FedEx,12.46,Ground,2026-06-08,2026-06-12,Delivered,14.49
ORD-001021,UPS,21.84,Ground,2026-03-16,2026-03-19,Delivered,34.04
ORD-001022,USPS,10.8,Ground,2026-04-04,2026-04-11,Delivered,11.04
ORD-001023,UPS,12.02,Standard,2026-06-26,2026-07-01,Delivered,8.89
ORD-001024,FedEx,9.95,Ground,2026-05-26,2026-05-31,Delivered,4.59
ORD-001025,UPS,9.92,Ground,2026-03-03,2026-03-07,Delivered,4.53
ORD-001026,UPS,17.8,Ground,2026-03-15,2026-03-19,Delivered,20.94
ORD-001027,FedEx,23.06,Ground,2026-05-09,2026-05-13,In Transit,31.89
ORD-001028,FedEx,10.48,Standard,2026-04-06,2026-04-14,Delivered,10.37
ORD-001029,UPS,10.24,Standard,2026-05-19,2026-05-26,Delivered,9.87
ORD-001030,UPS,11.15,Standard,2026-05-23,2026-05-29,Delivered,11.78
ORD-001031,UPS,29.63,2-Day,2026-02-10,2026-02-13,Delivered,23.68
ORD-001032,UPS,7.99,Ground,2026-05-16,2026-05-19,Delivered,5.19
ORD-001033,FedEx,11.87,Standard,2026-06-29,2026-07-04,Delivered,13.27
ORD-001034,FedEx,15.7,Standard,2026-05-18,2026-05-25,In Transit,21.25
ORD-001035,USPS,15.35,Ground,2026-04-17,2026-04-23,Delivered,15.83
ORD-001036,UPS,5.74,Standard,2026-07-12,2026-07-16,Delivered,0.5
ORD-001037,USPS,25.2,2-Day,2026-03-25,2026-03-28,Delivered,17.73
ORD-001038,UPS,15.4,Ground,2026-06-16,2026-06-23,Delivered,15.93
ORD-001039,USPS,18.3,Ground,2026-03-15,2026-03-19,Delivered,26.66
ORD-001040,USPS,22.29,Ground,2026-05-23,2026-05-26,Delivered,30.3
ORD-001041,USPS,20.14,Ground,2026-02-14,2026-02-18,Delivered,25.81
ORD-001042,UPS,11.18,Standard,2026-04-03,2026-04-09,Delivered,11.83
ORD-001043,UPS,6.71,Standard,2026-07-06,2026-07-13,Delivered,2.53
ORD-001044,UPS,12.46,Standard,2026-05-12,2026-05-17,Delivered,9.82
ORD-001045,UPS,11.05,Ground,2026-03-02,2026-03-06,Delivered,11.56
ORD-001046,UPS,22.93,Ground,2026-03-31,2026-04-04,Delivered,31.63
ORD-001048,UPS,8.45,Standard,2026-05-21,2026-05-26,Delivered,6.15
ORD-001049,USPS,9.18,Ground,2026-06-18,2026-06-25,Delivered,3.49
ORD-001050,FedEx,11.61,Standard,2026-03-06,2026-03-10,Delivered,8.04
ORD-001051,USPS,13.31,2-Day,2026-05-08,2026-05-10,Delivered,6.43
ORD-001052,FedEx,7.02,Standard,2026-05-22,2026-05-28,Delivered,3.17
ORD-001053,USPS,12.8,Ground,2026-03-07,2026-03-10,Delivered,10.53
ORD-001054,UPS,13.46,Standard,2026-05-02,2026-05-08,Delivered,11.89
ORD-001055,FedEx,6.94,Ground,2026-05-30,2026-06-06,Delivered,3.0
ORD-001056,FedEx,12.0,Ground,2026-07-11,2026-07-14,Delivered,8.85
ORD-001057,USPS,10.68,Standard,2026-04-15,2026-04-20,Delivered,6.1
ORD-001058,USPS,17.4,Standard,2026-06-26,2026-06-30,Delivered,12.17
ORD-001059,FedEx,18.23,2-Day,2026-06-30,2026-07-03,Delivered,13.04
ORD-001060,FedEx,8.43,Ground,2026-02-09,2026-02-12,In Transit,6.1
ORD-001061,UPS,25.29,2-Day,2026-06-18,2026-06-21,Delivered,22.54
ORD-001062,FedEx,10.96,Ground,2026-05-21,2026-05-26,Delivered,11.38
ORD-001063,FedEx,8.54,Ground,2026-04-17,2026-04-24,Delivered,6.34
ORD-001064,USPS,8.77,Standard,2026-07-12,2026-07-16,Delivered,2.81
ORD-001066,FedEx,12.0,Ground,2026-04-06,2026-04-13,Delivered,13.54
ORD-001067,USPS,13.14,Ground,2026-05-19,2026-05-24,Delivered,15.91
ORD-001068,FedEx,9.19,Ground,2026-07-04,2026-07-07,Delivered,7.69
ORD-001069,USPS,11.48,Ground,2026-02-26,2026-03-01,In Transit,12.45
ORD-001070,UPS,34.56,2-Day,2026-04-05,2026-04-06,Delivered,30.3
ORD-001071,FedEx,17.48,Ground,2026-07-11,2026-07-16,Delivered,20.28
ORD-001072,UPS,12.91,2-Day,2026-07-26,2026-07-27,Delivered,1.2
ORD-001073,FedEx,8.51,Ground,2026-06-21,2026-06-26,Delivered,6.28
ORD-001074,FedEx,10.38,Ground,2026-04-17,2026-04-21,Delivered,10.16
ORD-001075,UPS,11.18,Ground,2026-07-17,2026-07-20,Delivered,11.84
ORD-001076,USPS,11.57,Standard,2026-05-31,2026-06-04,Delivered,12.64
ORD-001077,UPS,12.81,Ground,2026-02-03,2026-02-07,Delivered,15.23
ORD-001078,USPS,16.32,Standard,2026-06-19,2026-06-24,Delivered,10.41
ORD-001079,USPS,10.95,Ground,2026-05-29,2026-06-02,In Transit,11.36
ORD-001080,UPS,15.57,Ground,2026-08-02,2026-08-05,Delivered,20.97
ORD-001081,UPS,12.09,Ground,2026-04-17,2026-04-23,Delivered,13.72
ORD-001082,UPS,11.65,2-Day,2026-04-01,2026-04-04,Delivered,4.2
ORD-001083,UPS,11.31,Standard,2026-03-27,2026-04-01,Delivered,12.11
ORD-001084,UPS,10.39,Standard,2026-03-19,2026-03-26,Delivered,10.18
ORD-001085,FedEx,6.35,Ground,2026-03-08,2026-03-12,Delivered,1.77
ORD-001087,USPS,52.37,Ground,2026-06-26,2026-06-29,Delivered,12.56
ORD-001088,USPS,12.03,2-Day,2026-04-27,2026-04-30,Delivered,4.71
ORD-001089,FedEx,17.92,Ground,2026-02-14,2026-02-17,Delivered,21.18
ORD-001090,USPS,14.99,Ground,2026-03-23,2026-03-29,In Transit,15.08
ORD-001091,USPS,11.49,2-Day,2026-02-24,2026-02-26,Delivered,3.99
ORD-001092,USPS,23.81,2-Day,2026-05-26,2026-05-29,Delivered,20.55
ORD-001093,UPS,20.68,Standard,2026-04-06,2026-04-12,In Transit,26.93
ORD-001094,UPS,12.2,Standard,2026-07-08,2026-07-13,Delivered,9.27
ORD-001095,FedEx,10.36,Standard,2026-02-10,2026-02-16,Delivered,10.13
ORD-001096,FedEx,14.74,Ground,2026-02-16,2026-02-20,Delivered,19.25
ORD-001097,UPS,27.62,2-Day,2026-05-12,2026-05-14,Delivered,25.66
ORD-001098,UPS,8.88,Standard,2026-05-30,2026-06-06,In Transit,2.35
ORD-001099,FedEx,7.63,Ground,2026-02-08,2026-02-12,Delivered,4.43
ORD-001100,UPS,9.42,Standard,2026-03-25,2026-03-29,Delivered,8.16
ORD-001101,UPS,9.75,Standard,2026-03-22,2026-03-27,Delivered,8.86
ORD-001102,USPS,14.56,Ground,2026-05-04,2026-05-09,Delivered,18.88
ORD-001103,FedEx,17.86,Ground,2026-05-08,2026-05-14,Delivered,25.74
ORD-001104,UPS,18.45,Ground,2026-06-27,2026-07-01,Delivered,26.98
ORD-001105,FedEx,8.85,Standard,2026-05-03,2026-05-09,Delivered,2.29
ORD-001106,FedEx,8.29,Ground,2026-06-26,2026-06-30,Delivered,5.81
ORD-001107,UPS,8.86,Standard,2026-02-13,2026-02-19,Delivered,7.01
ORD-001108,USPS,8.28,Standard,2026-06-08,2026-06-13,Delivered,5.79
ORD-001109,FedEx,12.72,Ground,2026-02-05,2026-02-08,Delivered,15.05
ORD-001111,FedEx,13.32,Ground,2026-04-12,2026-04-19,Delivered,16.3
ORD-001112,FedEx,10.9,Ground,2026-02-28,2026-03-07,Delivered,11.25
ORD-001113,USPS,10.54,Standard,2026-04-24,2026-05-02,Delivered,10.49
ORD-001114,UPS,14.8,2-Day,2026-07-11,2026-07-13,Delivered,8.43
ORD-001115,UPS,12.17,Ground,2026-03-23,2026-03-30,Delivered,9.21
ORD-001116,USPS,25.52,Ground,2026-07-10,2026-07-13,Delivered,30.08
ORD-001118,FedEx,16.36,Standard,2026-06-03,2026-06-11,Delivered,17.94
ORD-001119,USPS,11.92,Ground,2026-05-09,2026-05-15,Delivered,8.68
ORD-001120,FedEx,10.46,Ground,2026-06-10,2026-06-17,Delivered,10.34
ORD-001121,FedEx,15.09,Ground,2026-03-25,2026-04-01,Delivered,15.29
ORD-001122,FedEx,7.42,Ground,2026-05-10,2026-05-14,Delivered,3.99
ORD-001124,UPS,11.46,Ground,2026-04-27,2026-05-01,Delivered,12.41
ORD-001125,UPS,21.39,2-Day,2026-04-20,2026-04-22,Delivered,17.29
ORD-001126,FedEx,13.1,Standard,2026-02-20,2026-02-28,Delivered,15.83
ORD-001127,UPS,8.33,Standard,2026-07-28,2026-08-02,Delivered,5.9
ORD-001128,USPS,11.24,Ground,2026-06-24,2026-06-28,Delivered,6.84
ORD-001129,USPS,6.24,Standard,2026-05-16,2026-05-24,Delivered,1.55
ORD-001130,UPS,14.39,Ground,2026-05-16,2026-05-22,Delivered,18.52
ORD-001131,FedEx,23.86,Standard,2026-06-01,2026-06-09,In Transit,38.26
ORD-001132,USPS,10.25,Standard,2026-08-02,2026-08-10,In Transit,5.23
ORD-001133,UPS,16.48,Ground,2026-04-22,2026-04-27,In Transit,22.87
ORD-001134,USPS,29.25,Standard,2026-07-28,2026-08-01,Delivered,36.15
ORD-001135,UPS,9.24,Ground,2026-02-12,2026-02-19,Delivered,7.8
ORD-001136,UPS,12.72,Ground,2026-07-07,2026-07-12,Delivered,10.35
ORD-001137,FedEx,11.94,Ground,2026-06-04,2026-06-09,Delivered,13.41
ORD-001138,USPS,25.66,2-Day,2026-06-23,2026-06-25,Delivered,15.49
ORD-001139,USPS,12.18,Ground,2026-05-12,2026-05-19,Delivered,13.92
ORD-001140,UPS,11.73,Ground,2026-03-17,2026-03-21,Delivered,8.29
ORD-001141,FedEx,21.25,2-Day,2026-02-22,2026-02-24,Delivered,17.11
ORD-001143,FedEx,9.55,Ground,2026-04-15,2026-04-18,Delivered,8.44
ORD-001144,UPS,22.86,2-Day,2026-04-30,2026-05-01,Delivered,14.58
ORD-001145,UPS,20.17,2-Day,2026-05-30,2026-06-02,In Transit,10.96
ORD-001146,FedEx,8.73,Ground,2026-05-20,2026-05-27,Delivered,2.05
ORD-001147,UPS,17.53,Standard,2026-06-28,2026-07-02,Delivered,25.06
ORD-001148,UPS,8.86,Ground,2026-06-19,2026-06-26,Delivered,6.99
ORD-001149,USPS,26.31,Ground,2026-06-26,2026-07-03,Delivered,26.67
ORD-001150,USPS,16.19,Ground,2026-03-19,2026-03-25,Delivered,22.28
ORD-001151,FedEx,11.8,Standard,2026-05-11,2026-05-15,Delivered,13.13
ORD-001152,FedEx,13.2,Standard,2026-03-11,2026-03-17,Delivered,16.04
ORD-001153,FedEx,13.84,Standard,2026-05-26,2026-05-30,In Transit,17.37
ORD-001154,UPS,10.14,Ground,2026-04-21,2026-04-24,Delivered,9.66
ORD-001155,FedEx,15.97,2-Day,2026-05-26,2026-05-28,Delivered,10.01
